sal_code,sal_name,irsad_score,irsad_decile,ier_score,population
20261,Blowhard,1015.92763,7.0,1061.625957,82.0
20262,Bo Peep,947.7367534,3.0,962.966002,25.0
20263,Bobinawarrah,1029.704843,8.0,1065.709963,100.0
20264,Bochara,1021.633292,7.0,1066.019871,84.0
20265,Bogong,1034.219848,8.0,1051.034223,8.0
20266,Boho,1018.387366,7.0,1036.46599,88.0
20267,Boho South,1015.789564,7.0,1046.314514,93.0
20268,Boigbeat,1044.778694,9.0,1025.964769,19.0
20269,Boinka,1059.964655,9.0,1084.933146,14.0
20270,Boisdale,953.777821,4.0,1008.426143,307.0
20271,Bolangum,1029.99873,8.0,1036.614841,4.0
20272,Bolinda,1025.562396,8.0,1057.723748,185.0
20273,Bolton,1050.481988,9.0,1050.708456,15.0
20274,Bolwarra (Vic.),958.2935889,4.0,1054.701562,647.0
20275,Bolwarrah,1007.920109,7.0,1074.012721,48.0
20276,Bona Vista,1029.090829,8.0,1100.966207,107.0
20277,Bonang,915.7333538,2.0,919.1871441,52.0
20278,Bonbeach,1041.417905,8.0,1012.571876,6855.0
20279,Bonegilla,1064.177037,9.0,1092.49665,610.0
20280,Boneo,1034.098328,8.0,1087.593418,314.0
20281,Bonn,997.3497055,6.0,1073.813435,48.0
20282,Bonnie Brook,999.8619335,6.0,1051.75054,333.0
20283,Bonnie Doon (Vic.),958.4996006,4.0,1017.420401,666.0
20284,Bonshaw (Vic.),995.2356868,6.0,1039.857633,949.0
20285,Bookaar,1046.262633,9.0,1054.958183,159.0
20287,Boolarong,983.7735513,5.0,997.9428308,5.0
20288,Boolarra,946.2083147,3.0,980.2512477,1023.0
20289,Boolarra South,1006.016182,7.0,1038.724188,147.0
20290,Boole Poole,1021.84953,7.0,972.0275678,9.0
20291,Boolite,1013.228385,7.0,1058.278215,38.0
20292,Boomahnoomoonah,940.7234463,3.0,1005.821748,14.0
20293,Boonah (Vic.),1063.832274,9.0,1081.473447,18.0
20294,Boorcan,1016.327267,7.0,1075.183387,142.0
20295,Boorhaman,977.1925728,5.0,1034.188421,135.0
20296,Boorhaman East,977.1925728,5.0,1034.188421,13.0
20297,Boorhaman North,977.1925728,5.0,1034.188421,53.0
20298,Boorolite,1003.922316,7.0,1014.470789,166.0
20299,Boorool,1044.127899,9.0,1093.545327,54.0
20300,Boort,942.942884,3.0,963.9953565,940.0
20301,Boosey,1018.438907,7.0,1050.793975,108.0
20302,Boralma,1011.819174,7.0,1092.718551,79.0
20303,Bornes Hill,1066.801575,9.0,1093.426142,33.0
20304,Boronia,991.7487506,6.0,992.12186,23607.0
20305,Borung,937.1444944,3.0,1001.71591,59.0
20306,Bostocks Creek,1030.382615,8.0,1082.918159,85.0
20307,Botanic Ridge,1062.353395,9.0,1140.811224,6739.0
20308,Boundary Bend,969.1444333,4.0,976.764019,154.0
20309,Bowenvale,913.4945153,2.0,979.3470366,209.0
20310,Boweya,996.5311687,6.0,1043.290097,51.0
20311,Boweya North,940.7234463,3.0,1005.821748,42.0
20312,Bowmans Forest,1005.386053,7.0,1047.832196,106.0
20313,Bowser,977.4096547,5.0,1015.334172,44.0
20314,Box Hill (Vic.),1018.854171,7.0,875.5843822,14353.0
20315,Box Hill North,1054.921696,9.0,992.6029653,12337.0
20316,Box Hill South,1078.834883,10.0,1016.626185,8491.0
20317,Boxwood,972.2646343,5.0,1000.592887,19.0
20318,Bradford,979.4326374,5.0,978.0950679,12.0
20319,Bradvale,1066.168506,9.0,1037.297401,46.0
20321,Brandy Creek (Vic.),1042.257666,9.0,1108.129431,94.0
20322,Branxholme,999.4269105,6.0,1043.090463,304.0
20323,Bravington,1054.955007,9.0,1126.24011,14.0
20324,Braybrook,917.3498972,2.0,885.0316784,9682.0
20325,Breakaway Creek,952.2816475,4.0,1022.781518,39.0
20326,Breakwater,876.3530577,1.0,894.6258102,1060.0
20327,Breamlea,1055.21251,9.0,1027.95933,151.0
20328,Brenanah,975.1877925,5.0,996.0877545,29.0
20329,Brewster,992.5751419,6.0,1073.62056,47.0
20330,Briagolong,949.5458592,3.0,1007.5335,1133.0
20331,Briar Hill,1053.006547,9.0,1037.929265,3220.0
20332,Bridge Creek,1073.18081,10.0,1124.220831,117.0
20333,Bridgewater (Vic.),1067.233821,9.0,1068.702125,133.0
20334,Bridgewater North,1067.233821,9.0,1068.702125,54.0
20335,Bridgewater On Loddon,931.7936638,3.0,973.6043504,341.0
20336,Bright (Vic.),1011.920871,7.0,996.3889205,2620.0
20337,Brighton (Vic.),1145.286896,10.0,1074.208797,23252.0
20338,Brighton East,1126.566826,10.0,1087.667216,16757.0
20339,Brim,959.1168671,4.0,1028.064864,181.0
20340,Brimboal,1033.603464,8.0,1070.202629,11.0
20341,Brimin,1027.301647,8.0,1077.356837,56.0
20342,Brimpaen,1068.018483,9.0,1083.745744,80.0
20343,Bringalbert,1077.142587,10.0,1088.804389,6.0
20344,Brit Brit,1050.219439,9.0,1117.319926,42.0
20345,Broadford,940.1975479,3.0,1003.892144,4592.0
20346,Broadmeadows (Vic.),832.6452011,1.0,850.6029283,12524.0
20347,Broadwater (Vic.),1037.537296,8.0,1079.096888,75.0
20348,Brodribb River,969.2005917,4.0,1000.369778,29.0
20349,Broken Creek,997.5341485,6.0,1034.116194,45.0
20350,Bromley,906.7091672,2.0,982.5343927,46.0
20351,Brookfield (Vic.),936.749193,3.0,1010.986823,10782.0
20352,Brooklyn (Vic.),1011.479188,7.0,965.1485888,1979.0
20353,Brookville,923.2207479,2.0,957.9628386,16.0
20354,Broomfield,999.3951101,6.0,1055.775867,213.0
20355,Broughton (Vic.),1022.301872,8.0,1024.413684,65.0
20356,Brown Hill (Vic.),1011.278002,7.0,1033.004154,4489.0
20357,Browns Plains (Vic.),1024.289615,8.0,1095.175315,99.0
20358,Bruarong,1027.63295,8.0,1052.334924,114.0
20359,Brucknell,1072.196609,10.0,1109.64492,127.0
20361,Brunswick (Vic.),1105.687169,10.0,945.2009306,24896.0
20362,Brunswick East,1116.601618,10.0,943.730376,13279.0
20363,Brunswick West,1074.656234,10.0,950.2347972,14746.0
20364,Bruthen,926.0756765,2.0,980.9453342,820.0
20365,Buangor,956.6714401,4.0,995.1613163,112.0
20366,Buchan,935.0248148,3.0,945.2070784,201.0
20367,Buchan South,935.0248148,3.0,945.2070784,102.0
20368,Buckland (Vic.),1029.433117,8.0,1045.657111,156.0
20369,Buckley,1044.070158,9.0,1096.548759,228.0
20370,Buckley Swamp,1063.490518,9.0,1081.14458,21.0
20371,Buckrabanyule,917.4524945,2.0,997.055523,52.0
20373,Budgeree,994.4316129,6.0,1055.221342,146.0
20375,Buffalo,1044.224141,9.0,1099.17114,284.0
20376,Buffalo River,995.8893433,6.0,1037.352041,285.0
20377,Bulart,1071.650797,10.0,1084.666117,104.0
20378,Buldah,912.5196297,2.0,939.1117425,5.0
20380,Bulgana,981.9176815,5.0,1076.006953,19.0
20381,Bulla (Vic.),995.1165511,6.0,1068.568422,668.0
20382,Bullaharre,1030.382615,8.0,1082.918159,19.0
20383,Bullarook,1024.620353,8.0,1038.934225,77.0
20384,Bullarto,1045.330581,9.0,1035.504111,89.0
20385,Bullarto South,1045.330581,9.0,1035.504111,48.0
20386,Bulleen,1061.370438,9.0,1037.181913,11219.0
20387,Bullengarook,1056.357518,9.0,1102.688314,714.0
20388,Bullioh,990.188752,6.0,1043.124724,63.0
20389,Bullumwaal,923.2207479,2.0,957.9628386,45.0
20390,Buln Buln,1046.758985,9.0,1129.835007,551.0
20391,Buln Buln East,1040.303153,8.0,1115.810832,182.0
20392,Bumberrah,927.9214919,3.0,993.4149433,101.0
20393,Bunbartha,1011.302543,7.0,1085.856409,313.0
20394,Bundalaguah,999.169788,6.0,1072.755247,229.0
20395,Bundalong,1000.899162,6.0,1043.339732,512.0
20396,Bundalong South,1055.477629,9.0,1091.351737,42.0
20398,Bunding,1007.920109,7.0,1074.012721,61.0
20399,Bundoora (Vic.),1015.20689,7.0,998.0060548,28068.0
20400,Bung Bong,887.4690989,1.0,975.2711037,63.0
20401,Bungador,1027.890913,8.0,1071.274066,65.0
20402,Bungal,967.7923611,4.0,1009.2573,32.0
20403,Bungalally,1028.9958,8.0,1077.216599,93.0
20404,Bungaree (Vic.),1002.714586,6.0,1040.560742,302.0
20405,Bungeet,995.1151808,6.0,1044.36576,29.0
20406,Bungeet West,995.1151808,6.0,1044.36576,44.0
20408,Bunguluke,988.2024557,6.0,1046.221202,18.0
20409,Buninyong,1044.931003,9.0,1050.11855,3797.0
20410,Bunkers Hill,986.8880307,6.0,1065.987358,270.0
20411,Bunyip,1002.110294,6.0,1071.624173,3131.0
20412,Bunyip North,1051.840998,9.0,1077.694547,95.0
20414,Burkes Bridge,990.2189993,6.0,1028.31325,14.0
20415,Burkes Flat,975.1877925,5.0,996.0877545,20.0
20416,Burnbank,935.5573304,3.0,997.5855307,47.0
20417,Burnewang,979.2559656,5.0,1026.029831,37.0
20418,Burnley,1139.663132,10.0,985.7947042,794.0
20419,Burnside (Vic.),981.8657243,5.0,1043.691941,5800.0
20420,Burnside Heights,1007.232119,7.0,1061.692701,6377.0
20421,Burramboot,979.2559656,5.0,1026.029831,36.0
20422,Burramine,1018.438907,7.0,1050.793975,241.0
20423,Burramine South,1018.438907,7.0,1050.793975,24.0
20424,Burrowye,989.843679,6.0,1006.044186,24.0
20425,Burrumbeet,947.7367534,3.0,962.966002,249.0
20426,Burwood (Vic.),1060.101111,9.0,967.2483294,15147.0
20427,Burwood East,1047.014613,9.0,1009.488086,10675.0
20428,Bushfield,1035.28406,8.0,1116.134476,596.0
20429,Bushy Park (Vic.),973.6568275,5.0,1042.651602,49.0
20430,Butchers Ridge,915.7333538,2.0,919.1871441,7.0
20431,Buxton (Vic.),976.3225593,5.0,1020.297349,591.0
20432,Byaduk,1063.490518,9.0,1081.14458,129.0
20433,Byaduk North,1063.490518,9.0,1081.14458,134.0
20434,Byawatha,1011.819174,7.0,1092.718551,160.0
20435,Bylands,1038.536147,8.0,1125.957728,117.0
20436,Byrneside,979.3814064,5.0,1016.991865,161.0
20437,Cabarita (Vic.),1032.684,8.0,1096.367399,482.0
20438,Cabbage Tree,1028.900356,8.0,1090.40701,10.0
20439,Cabbage Tree Creek,969.2005917,4.0,1000.369778,52.0
20440,Cadello,1064.16419,9.0,1104.7698,25.0
20441,Cairnlea,967.7029089,4.0,1043.63672,10038.0
20443,Caldermeade,993.6029914,6.0,1078.213518,181.0
20444,California Gully,838.7683207,1.0,891.2036954,4476.0
20445,Calivil,967.2848551,4.0,1010.982609,178.0
20446,Callawadda,984.3001193,5.0,1022.061922,45.0
20447,Callignee,982.5388407,5.0,1051.385304,391.0
20448,Callignee North,962.6840422,4.0,1023.276219,42.0
20449,Callignee South,897.4836486,2.0,948.7166657,10.0
20450,Calrossie,988.5958731,6.0,1026.591531,30.0
20451,Calulu,960.8791802,4.0,1035.488126,186.0
20453,Camberwell (Vic.),1136.993127,10.0,1066.898419,21965.0
20454,Cambrian Hill,995.8345113,6.0,1105.287613,292.0
20455,Campbellfield,845.4172974,1.0,915.3994225,4977.0
20456,Campbells Bridge,984.3001193,5.0,1022.061922,21.0
20457,Campbells Creek,979.1341905,5.0,1014.040706,2071.0
20458,Campbells Forest,944.1124207,3.0,1024.233265,50.0
20459,Campbelltown (Vic.),1001.294442,6.0,1011.640692,51.0
20460,Camperdown (Vic.),927.4299713,3.0,958.2708474,3354.0
20461,Canadian,968.30257,4.0,965.7849965,4098.0
20462,Canary Island,1006.711888,7.0,1005.659969,4.0
20463,Caniambo,1035.308681,8.0,1083.145071,82.0
20464,Cann River,839.2253747,1.0,825.0554617,197.0
20465,Cannie,1005.724147,7.0,1015.869252,16.0
20466,Cannons Creek,961.7735832,4.0,1054.712529,650.0
20467,Cannum,1027.892973,8.0,1062.612517,45.0
20468,Canterbury (Vic.),1146.17499,10.0,1087.037371,7800.0
20469,Cape Bridgewater,1020.34065,7.0,1081.907457,151.0
20470,Cape Clear,898.0941883,2.0,966.5198331,148.0
20471,Cape Conran,969.2005917,4.0,1000.369778,5.0
20472,Cape Otway,1022.599329,8.0,1004.723647,34.0
20473,Cape Paterson,1011.310217,7.0,1016.016589,1111.0
20474,Cape Schanck,1058.23019,9.0,1089.988998,569.0
20475,Cape Woolamai,1001.582761,6.0,1027.570449,2301.0
20476,Capel Sound,911.3019515,2.0,931.8351678,5246.0
20477,Capels Crossing,950.992623,3.0,1017.101552,54.0
20478,Carag Carag,959.4153438,4.0,991.5353276,61.0
20479,Caralulup,873.981806,1.0,969.4512641,3.0
20480,Caramut,994.4370732,6.0,1020.153494,256.0
20481,Carapooee,951.5827242,4.0,990.6541266,60.0
20482,Carapooee West,951.5827242,4.0,990.6541266,40.0
20483,Carapook,998.7156583,6.0,1061.387897,67.0
20484,Carboor,1018.816272,7.0,1028.544945,97.0
20485,Cardigan,1055.347615,9.0,1138.435653,1064.0
20486,Cardigan Village,1015.583495,7.0,1118.600214,957.0
20487,Cardinia,991.8363581,6.0,1041.936719,342.0
20488,Cardross,936.4042827,3.0,1023.715445,847.0
20489,Cargerie,976.8647711,5.0,1021.768233,38.0
20490,Carina (Vic.),1059.964655,9.0,1084.933146,26.0
20491,Caringal,940.7706423,3.0,950.0498547,16.0
20492,Carisbrook,913.1467776,2.0,985.0626609,1192.0
20493,Carlisle River,954.2032666,4.0,979.5798913,168.0
20494,Carlsruhe,1064.012189,9.0,1113.17669,382.0
20495,Carlton (Vic.),1051.75493,9.0,775.9796709,16055.0
20496,Carlton North,1146.027598,10.0,969.619746,6177.0
20497,Carlyle,1039.250207,8.0,1086.319665,82.0
20498,Carnegie,1087.693301,10.0,974.1011084,17909.0
20499,Carngham,963.0912101,4.0,1044.384761,171.0
20500,Caroline Springs,1012.126648,7.0,1039.050267,24488.0
20501,Carpendeit,983.4858189,5.0,1023.104331,115.0
20502,Carrajung,897.4836486,2.0,948.7166657,100.0
20503,Carrajung Lower,897.4836486,2.0,948.7166657,129.0
20504,Carrajung South,967.7453948,4.0,1036.148112,42.0
20505,Carranballac,1067.633367,9.0,1045.803262,43.0
20506,Carron,1015.437277,7.0,1039.47749,18.0
20507,Carrum,1015.39035,7.0,985.0238718,4239.0
20508,Carrum Downs,950.2865944,3.0,990.7905166,21976.0
20509,Carwarp,926.2537342,2.0,961.3094264,68.0
20510,Cashmore,1009.716851,7.0,1075.886035,197.0
20511,Cassilis (Vic.),979.3118139,5.0,1001.17816,21.0
20512,Castella,1047.866072,9.0,1112.471303,257.0
20513,Casterton,898.3968784,2.0,931.3665256,1673.0
20514,Castle Creek (Vic.),1088.712674,10.0,1159.815865,85.0
20515,Castle Donnington,1043.983372,9.0,1044.575876,139.0
20516,Castlemaine,980.237673,5.0,947.0366779,7506.0
20517,Catani,975.1621248,5.0,1059.30593,297.0
20518,Cathcart (Vic.),1010.759881,7.0,1076.921447,110.0
20519,Cathkin,999.7655506,6.0,1042.893526,27.0
20520,Catumnal,1038.270105,8.0,1065.749245,14.0
20521,Caulfield,1106.201261,10.0,1034.042971,5748.0
20522,Caulfield East,1080.618935,10.0,945.3244552,1293.0
20523,Caulfield North,1127.230052,10.0,1021.878823,16903.0
20524,Caulfield South,1126.337505,10.0,1066.329793,12328.0
20525,Caveat,1035.005901,8.0,1065.461789,59.0
20526,Cavendish,1001.883032,6.0,1012.067949,366.0
20527,Ceres,1119.403425,10.0,1117.47137,266.0
20528,Chadstone,1059.063786,9.0,988.3100798,9552.0
20531,Chapple Vale,954.2032666,4.0,979.5798913,42.0
20532,Charam,1050.14103,9.0,1091.790313,42.0
20533,Charlemont,1035.232291,8.0,1048.137302,2612.0
20534,Charleroi,1041.057859,8.0,1089.195048,82.0
20535,Charlton (Vic.),920.5309877,2.0,946.3200824,1095.0
20536,Chatsworth (Vic.),998.6789891,6.0,1020.761502,49.0
20537,Chelsea,1033.765144,8.0,988.0455369,8347.0
20538,Chelsea Heights,1023.722388,8.0,1042.962394,5393.0
20539,Cheltenham (Vic.),1062.660962,9.0,1022.173576,23992.0
20540,Chepstowe,942.0562445,3.0,951.1630263,60.0
20541,Cherokee,1067.541633,9.0,1089.712666,68.0
20542,Cherrypool,1081.041105,10.0,1093.107806,3.0
20543,Cheshunt,965.7333951,4.0,983.3048553,213.0
20545,Chesney Vale,995.1151808,6.0,1044.36576,204.0
20546,Chetwynd,977.6657745,5.0,1020.080228,85.0
20547,Chewton,997.2552653,6.0,990.9413488,763.0
20548,Chewton Bushlands,1025.10921,8.0,1025.980185,50.0
20549,Childers (Vic.),982.3844609,5.0,1055.339731,91.0
20550,Chillingollah,980.5319306,5.0,994.8486908,3.0
20551,Chiltern,940.2907735,3.0,1000.385276,1580.0
20552,Chiltern Valley,1004.552664,7.0,1056.787979,77.0
20553,Chinangin,980.5319306,5.0,994.8486908,3.0
20554,Chinkapook,1050.481988,9.0,1050.708456,17.0
20555,Chintin,1042.34985,9.0,1096.04558,111.0
20556,Chirnside Park,1036.57102,8.0,1073.714023,11779.0
20557,Chirrip,1022.670255,8.0,1028.167846,8.0
20558,Chocolyn,952.0809858,4.0,1014.001238,61.0
20559,Christmas Hills (Vic.),1088.252808,10.0,1124.037896,365.0
20560,Chum Creek,997.1744526,6.0,1056.516853,981.0
20561,Churchill (Vic.),871.139376,1.0,907.2256883,4924.0
20563,Chute,940.2268284,3.0,1000.508566,13.0
20564,Clarendon (Vic.),1002.761815,6.0,1062.734924,163.0
20565,Claretown,1024.620353,8.0,1038.934225,35.0
20566,Clarinda,982.2318992,5.0,991.5004937,7441.0
20567,Clarkefield,1025.984071,8.0,1058.429503,303.0
20568,Clarkes Hill,1024.620353,8.0,1038.934225,75.0
20569,Clayton,1013.235186,7.0,869.659068,18988.0
20570,Clayton South,978.5448926,5.0,944.3460851,13381.0
20571,Clear Lake,981.3349968,5.0,999.7014404,57.0
20572,Clematis,1031.715391,8.0,1099.667782,352.0
20573,Clifton Creek,961.6429528,4.0,1033.854528,252.0
20574,Clifton Hill,1147.437518,10.0,1023.822634,6606.0
20575,Clifton Springs,960.2948681,4.0,1009.450359,7646.0
20576,Clonbinane,1012.680707,7.0,1060.969061,347.0
20577,Clover Flat,998.7156583,6.0,1061.387897,15.0
20578,Cloverlea,1029.090829,8.0,1100.966207,178.0
20579,Club Terrace,912.5196297,2.0,939.1117425,25.0
20580,Clunes (Vic.),906.9444065,2.0,953.2670491,1844.0
20581,Clyde (Vic.),1029.805853,8.0,1080.229018,11177.0
20582,Clyde North,1040.410693,8.0,1088.751782,31681.0
20583,Clydebank,1025.723568,8.0,1088.831419,133.0
20584,Clydesdale (Vic.),988.2901633,6.0,1020.492667,62.0
20585,Coalville,979.8490923,5.0,1035.091169,55.0
20586,Cobains,1025.723568,8.0,1088.831419,245.0
20587,Cobaw,1056.122476,9.0,1111.257317,104.0
20590,Cobblebank,975.423556,5.0,1029.295458,3601.0
20591,Cobden,900.4178488,2.0,968.7047981,1804.0
20592,Cobram,883.1717641,1.0,931.6831051,6148.0
20593,Cobram East,1026.195634,8.0,1082.385229,232.0
20594,Cobrico,1023.749101,8.0,1113.904688,72.0
20595,Cobungra,978.7800522,5.0,1002.088718,58.0
20596,Coburg,1064.559521,9.0,987.9414681,26574.0
20597,Coburg North,1041.502431,8.0,981.0251558,8327.0
20598,Cocamba,1050.481988,9.0,1050.708456,4.0
20599,Cochranes Creek,975.1877925,5.0,996.0877545,9.0
20600,Cockatoo (Vic.),994.6210139,6.0,1062.023106,4408.0
20602,Codrington (Vic.),1005.207303,7.0,1014.66026,37.0
20603,Coghills Creek,1020.279655,7.0,1052.652141,80.0
20604,Cohuna,922.9393466,2.0,965.188567,2415.0
20605,Coimadai,1032.410471,8.0,1077.693222,409.0
20607,Colac,875.0133435,1.0,919.9433711,9243.0
20608,Colac Colac,990.67117,6.0,1052.895479,61.0
20609,Colac East,934.8590244,3.0,966.6233651,168.0
20610,Colac West,963.5887214,4.0,1106.96173,89.0
20611,Colbinabbin,995.5959563,6.0,1027.890716,285.0
20612,Colbrook,1047.693506,9.0,1087.096997,41.0
20613,Coldstream (Vic.),999.6487559,6.0,1069.532844,2199.0
20614,Coleraine,894.1055612,2.0,934.6641718,1062.0
20615,Colignan,922.4314569,2.0,923.2629786,305.0
20616,Collingwood (Vic.),1045.124795,9.0,864.2250161,9179.0
20617,Combienbar,912.5196297,2.0,939.1117425,7.0
20618,Concongella,981.9176815,5.0,1076.006953,146.0
20619,Condah,952.2816475,4.0,1022.781518,104.0
20620,Congupna,1003.776337,7.0,1041.390653,620.0
20621,Connewarre,1106.128931,10.0,1123.890789,953.0
20622,Connewirricoo,977.6657745,5.0,1020.080228,23.0
20623,Coojar,1088.846283,10.0,1110.440233,38.0
20624,Coolaroo,821.5701718,1.0,890.1591872,3193.0
20625,Cooma (Vic.),979.3814064,5.0,1016.991865,94.0
20626,Coomboona,991.3153573,6.0,1012.545625,134.0
20627,Coomoora,998.9715051,6.0,1028.748174,308.0
20628,Coongulla,949.4270331,3.0,989.1120983,229.0
20629,Coonooer Bridge,1016.914735,7.0,1069.901687,30.0
20630,Coonooer West,974.8270599,5.0,1049.889628,18.0
20631,Cooriemungle,1034.12699,8.0,1056.727968,311.0
20632,Cope Cope,1003.718544,7.0,1042.48208,42.0
20633,Cora Lynn,997.9063329,6.0,1080.631098,220.0
20634,Corack,1022.670255,8.0,1028.167846,33.0
20635,Corack East,1022.670255,8.0,1028.167846,10.0
20636,Coragulac,955.1291291,4.0,1019.032312,171.0
20637,Coral Bank,1019.684594,7.0,1071.969673,88.0
